cod;denumire;denumire_scurta
84244100;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Pulverizatoare agricole sau horticole — Pulverizatoare portabile";"Pulverizatoare portabile"
84244910;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Pulverizatoare agricole sau horticole — Altele — Pulverizatoare și prăfuitoare proiectate pentru a fi purtate sau trase de tractoare";"Pulverizatoare și prăfuitoare proiectate pentru a fi purtate sau trase de tractoare"
84244990;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Pulverizatoare agricole sau horticole — Altele";Altele
84248210;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Alte aparate — Pentru agricultură sau horticultură — Aparate de stropit";"Aparate de stropit"
84248290;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Alte aparate — Pentru agricultură sau horticultură — Altele";Altele
84248940;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Alte aparate — Altele — Aparate mecanice pentru proiectat, dispersat sau pulverizat de tipul celor utilizate numai sau în principal pentru fabricarea circuitelor imprimate sau a ansamblelor de circuite imprimate";"Aparate mecanice pentru proiectat, dispersat sau pulverizat de tipul celor utilizate numai sau în principal pentru fabricarea circuitelor imprimate sau a ansamblelor de circuite imprimate"
84248970;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Alte aparate — Altele";Altele
84249020;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Părți — Părți de aparate mecanice de la subpoziția 84248940";"Părți de aparate mecanice de la subpoziția 84248940"
84249080;"Aparate mecanice (inclusiv cele manevrate manual) pentru proiectat, dispersat sau pulverizat lichide sau pulberi; extinctoare, chiar încărcate; aerografe și aparate similare; mașini și aparate cu jet de nisip, cu jet de vapori și aparate similare cu jet — Părți — Altele";Altele
84251100;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Palane, altele decât ascensoare basculante sau mecanisme de ridicat de tipul utilizat la ridicarea vehiculelor — Cu motor electric";"Cu motor electric"
84251900;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Palane, altele decât ascensoare basculante sau mecanisme de ridicat de tipul utilizat la ridicarea vehiculelor — Altele";Altele
84253100;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Trolii; cabestane — Cu motor electric";"Cu motor electric"
84253900;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Trolii; cabestane — Altele";Altele
84254100;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Cricuri și vinciuri; mecanisme de ridicat de tipul utilizat la ridicarea vehiculelor — Elevatoare fixe de mașini, pentru garaje";"Elevatoare fixe de mașini, pentru garaje"
84254200;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Cricuri și vinciuri; mecanisme de ridicat de tipul utilizat la ridicarea vehiculelor — Alte cricuri și vinciuri, hidraulice";"Alte cricuri și vinciuri, hidraulice"
84254900;"Palane, altele decât ascensoare basculante, trolii și cabestane; cricuri și vinciuri — Cricuri și vinciuri; mecanisme de ridicat de tipul utilizat la ridicarea vehiculelor — Altele";Altele
84261100;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Poduri rulante și grinzi rulante, macarale-portal (cu excepția macaralelor-portal rotative), macarale-pod și cărucioare-călăreț — Poduri rulante pe șine fixe";"Poduri rulante pe șine fixe"
84261200;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Poduri rulante și grinzi rulante, macarale-portal (cu excepția macaralelor-portal rotative), macarale-pod și cărucioare-călăreț — Portaluri mobile pe roți cu pneuri și cărucioare-călăreț";"Portaluri mobile pe roți cu pneuri și cărucioare-călăreț"
84261900;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Poduri rulante și grinzi rulante, macarale-portal (cu excepția macaralelor-portal rotative), macarale-pod și cărucioare-călăreț — Altele";Altele
84262000;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Macarale-turn";Macarale-turn
84263000;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Macarele–portal sau macarale cu braț";"Macarele–portal sau macarale cu braț"
84264100;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Alte mașini și aparate, autopropulsate — Pe roți cu pneuri";"Pe roți cu pneuri"
84264900;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Alte mașini și aparate, autopropulsate — Altele";Altele
84269110;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Alte mașini și aparate — Destinate montării pe un vehicul rutier — Macarale hidraulice pentru încărcarea sau descărcarea vehiculului";"Macarale hidraulice pentru încărcarea sau descărcarea vehiculului"
84269190;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Alte mașini și aparate — Destinate montării pe un vehicul rutier — Altele";Altele
84269900;"Macarale derrick (biga); macarale, inclusiv macarale suspendate; poduri rulante, macarale-portal de descărcare sau de manevrare, macarale-pod, cărucioare-călăreț și cărucioare-macara — Alte mașini și aparate — Altele";Altele
84271010;"Cărucioare-stivuitoare; alte cărucioare de manevrare echipate cu un dispozitiv de ridicat — Cărucioare autopropulsate cu motor electric — Care ridică la înălțimea de minimum 1 m";"Care ridică la înălțimea de minimum 1 m"
84271090;"Cărucioare-stivuitoare; alte cărucioare de manevrare echipate cu un dispozitiv de ridicat — Cărucioare autopropulsate cu motor electric — Altele";Altele
84272011;"Cărucioare-stivuitoare; alte cărucioare de manevrare echipate cu un dispozitiv de ridicat — Alte cărucioare autopropulsate — Care ridică la înălțimea de minimum 1 m — Cărucioare stivuitoare pentru orice tip de teren";"Cărucioare stivuitoare pentru orice tip de teren"
84272019;"Cărucioare-stivuitoare; alte cărucioare de manevrare echipate cu un dispozitiv de ridicat — Alte cărucioare autopropulsate — Care ridică la înălțimea de minimum 1 m — Altele";Altele
84272090;"Cărucioare-stivuitoare; alte cărucioare de manevrare echipate cu un dispozitiv de ridicat — Alte cărucioare autopropulsate — Altele";Altele
84279000;"Cărucioare-stivuitoare; alte cărucioare de manevrare echipate cu un dispozitiv de ridicat — Alte cărucioare";"Alte cărucioare"
84281020;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Ascensoare pentru persoane și ascensoare pentru mărfuri — Electrice";Electrice
84281080;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Ascensoare pentru persoane și ascensoare pentru mărfuri — Altele";Altele
84282020;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Elevatoare sau transportoare, pneumatice — Pentru produse în vrac";"Pentru produse în vrac"
84282080;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Elevatoare sau transportoare, pneumatice — Altele";Altele
84283100;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Alte elevatoare, transportoare sau conveioare, cu acțiune continuă, pentru mărfuri — Special proiectate pentru extracția minieră subterană sau pentru alte activități subterane";"Special proiectate pentru extracția minieră subterană sau pentru alte activități subterane"
84283200;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Alte elevatoare, transportoare sau conveioare, cu acțiune continuă, pentru mărfuri — Altele, cu cupe";"Altele, cu cupe"
84283300;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Alte elevatoare, transportoare sau conveioare, cu acțiune continuă, pentru mărfuri — Altele, cu bandă sau curea";"Altele, cu bandă sau curea"
84283920;"Alte mașini și aparate de ridicat, de manevrat, de încărcat, sau de descărcat (de exemplu ascensoare, scări rulante, transportatoare, teleferice) — Alte elevatoare, transportoare sau conveioare, cu acțiune continuă, pentru mărfuri — Altele — Transportoare sau conveioare cu role sau galeți";"Transportoare sau conveioare cu role sau galeți"
